file,caption,md5,referenced in
CD49a_AF647/Human_LN_CD49a_Vimentin.jpg,"Human lymph node: CD49a (green, catalog number 328310) and Vimentin (blue, catalog number 677804)",6f9d39ea5d003788dde2b94756293188,"['Vimentin_AF594/0000-0003-4379-8967.md', 'CD49a_AF647/0000-0003-4379-8967.md']"
CD49a_AF647/Spleen_CD49a_AF647_BioLegend_328310_Fibrinogen_Unconjugated_Abcam_ab118533.jpeg,"Human spleen: CD49a (cyan, catalog number 328310) and Fibrinogen (red, catalog number ab118533 and A-21102)",b6c2c401df298e9cb36479d73de7a446,"['Sheep_IgG__H+L__AF680/0000-0003-4379-8967.md', 'CD49a_AF647/0000-0003-4379-8967.md']"
CD49a_AF647/CD49a_AF647_BioLegend_328310.jpg,"Human retina: CD49a (sea green, catalog number 328310) and Hoechst (blue, catalog number 40046)",4804a4bb21d3069490d8c4f32e2ec33a,['CD49a_AF647/0000-0003-2088-8310.md']
Hoechst_33342_NA/Human_Jejunum_Hoechst_CD106_CD31.jpg,"Human jejunum: Hoechst (blue, catalog number 40046), CD106 (cyan, catalog number 305806), and CD31 (red, catalog number 303106)",74c41c724b49ea25453a7417f37f739f,"['CD31_PE/0000-0003-4379-8967.md', 'Hoechst_33342_NA/0000-0003-4379-8967.md', 'CD106_PE/0000-0003-4379-8967.md']"
HLA-DR_AF647/Tonsil_HLADR_AF647_NovusBiologicals_NBP2-47670AF647.jpg,"Human tonsil FFPE: HLA-DR (magenta, catalog number NBP2-47670AF647)",0abd13e8cd9d65c24d96f648c5ce1720,['HLA-DR_AF647/0000-0003-4379-8967.md']
CD11c_AF700/CD11c_AF700_BDBiosciences_561352_CD68_AF647_SantaCruz_sc-20060.jpg,"Human lymph node: CD11c (cyan, catalog number 312204) and CD68 (red, catalog number sc-20060) ",dc4851ce890082fc400e53386cba01fc,['CD11c_AF700/0000-0003-4379-8967.md']
CD11c_AF700/Spleen_CD54_AF647_BioLegend_353114_CD11c_AF700_BD_561352.jpeg,"Human spleen: CD54 (blue, catalog number 353114) and CD11c (red, catalog number 561352)",d0d3a1ae87db435e7bd4e14895bc1109,['CD11c_AF700/0000-0003-4379-8967.md']
HLA-DR_AF488/HLADR_LN_BioLegend_307620.jpg,"Human lymph node: HLA-DR (green, catalog number 307620) ",c05213899252007778c702dfd55cc4b1,['HLA-DR_AF488/0000-0003-4379-8967.md']
HLA-DR_AF488/HLA-DR_AF488_FL_Lymph_Node.jpg,"Human FFPE follicular lymphoma lymph node: HLA-DR (red, catalog number NBP2-47670AF488)",ee63493982d18accc8f050e828afeee4,['HLA-DR_AF488/0000-0003-4379-8967.md']
HLA-DR_AF488/HLA-DR_AF488_PD1_AF555_FL_Lymph_Node.jpg,"Human FFPE follicular lymphoma lymph node: HLA-DR (red, catalog number NBP2-47670AF488) and PD-1 (cyan, catalog number ab275126)",af276c490c7653696187fb733fa01951,"['PD-1_AF555/0000-0003-4379-8967.md', 'HLA-DR_AF488/0000-0003-4379-8967.md']"
HLA-DR_AF488/Human_Liver_HLADR_Vimentin.jpg,"Human liver: HLA-DR (cyan, catalog number 307620) and Vimentin (red, catalog number 677807)",4355d0095a0d86d45ee1105132558c9f,"['Vimentin_AF647/0000-0003-4379-8967.md', 'HLA-DR_AF488/0000-0003-4379-8967.md']"
HLA-DR_AF488/Human_LN_CD69_HLA-DR.jpg,"Human lymph node: HLA-DR (cyan, catalog number 307620) and CD69 (red, catalog number 310918)",9bedc4b799451b1d0d815459869525a4,"['CD69_AF647/0000-0003-4379-8967.md', 'HLA-DR_AF488/0000-0003-4379-8967.md']"
HLA-DR_AF488/Human_LN_HLA-DR_Va7.2.jpg,"Human lymph node: HLA-DR (purple, catalog number 307620) and Valpha7.2 (yellow, catalog number 351726)",abe875b941743a76958f0c85d5e8aea0,"['TCR_Valpha7.2_AF647/0000-0003-4379-8967.md', 'HLA-DR_AF488/0000-0003-4379-8967.md']"
CD44_iF594/CD44_iF594_AAT_Bioquest_104410C0.jpg,"Human retina: CD44 (red, catalog number 104410C0) and Hoechst (blue, catalog number 40046)",dc2363fa3bba1e541756cce256df96a9,['CD44_iF594/0000-0003-2088-8310.md']
CD20_AF488/Spleen_CD20_AF488_Thermo_53-0202-82_Lumican_AF680_RD_AF2846.jpeg,"Human spleen: CD20 (purple, catalog number 53-0202-82) and Lumican (cyan, based on catalog number AF2846)",981a95b9e9e81da0388ae8910aa4d303,"['Lumican_AF680/0000-0003-4379-8967.md', 'CD20_AF488/0000-0003-4379-8967.md']"
MHC-II_AF700/Mouse_Spleen_F480_MHCII.jpg,"Mouse spleen: MHCII (blue, catalog number 107622) and F4/80 (magenta, catalog number 123132)",b44f96f0ddd086651160f190c2999889,"['F4_80_BV421/0000-0003-4379-8967.md', 'MHC-II_AF700/0000-0003-4379-8967.md']"
CD21_Pacific_Blue/Mouse_Lymph_Node_CD21_Pax5.jpg,"Mouse lymph node: CD21 (purple, catalog number 123413) and Pax5 (cyan, catalog number 649704)",7fc25473c66956ef3277e5c486bc7ecd,"['Pax5_AF647/0000-0003-4379-8967.md', 'CD21_Pacific_Blue/0000-0003-4379-8967.md']"
CD8_AF488/Human_Metastatic_Lymph_Node_CD8_CD138.jpg,"Human lymph node metastatic: CD8 (green, catalog number 344716) and CD138 (blue, catalog number 356524)",08b52f9860b9206da57cfa1c7f800f10,"['CD138_AF647/0000-0003-4379-8967.md', 'CD8_AF488/0000-0003-4379-8967.md']"
CD169_PE/Mouse_Spleen_CD169_CD45.jpg,"Mouse spleen: CD169 (green, catalog number 142404) and CD45 (blue, catalog number 103122)",8bd266db000618bcbdd3f75a9698f834,"['CD45_AF488/0000-0003-4379-8967.md', 'CD169_PE/0000-0003-4379-8967.md']"
Lumican_PE/Lumican_AF2846_cyan_Lumican_Ab252012_red_merge.jpg,"Human follicular lymphoma FFPE : Lumican (cyan, AF2846) and Lumican PE (red, ab252012) pH 6 and 9",88f38f2ff1d85e440db9c03fea47d9e0,['Lumican_PE/0000-0003-4379-8967.md']
Lumican_PE/Lumican_PE_Abcam_Ab252012_FL_FFPE_pH6and9.jpg,"Human follicular lymphoma FFPE : Lumican PE (red, ab252012 ) pH 6 and 9",178f25d70c9be065e0704fd7c1f0ef9c,['Lumican_PE/0000-0003-4379-8967.md']
CD138_PE/CD138_PE_BioLegend_356504_IRF4_PE_BioLegend_646404.jpg,"Human lymph node: CD138 (cyan, catalog number 356504) and IRF4 (red, catalog number 646404)",882feb246da714f1a0b5c19b2aa1cb61,"['IRF4_PE/0000-0003-4379-8967.md', 'CD138_PE/0000-0003-4379-8967.md']"
EpCAM_AF647/Mouse_Lung_EpCAM_MHCII_CD169.jpg,"Mouse lung: EpCAM (blue, catalog number 118212), MHCII (magenta, catalog number 107622), and CD169 (green, catalog number 142404)",d2d458a406992a9f7b72ab937f2de68d,"['MHC-II_AF700/0000-0003-4379-8967.md', 'EpCAM_AF647/0000-0003-4379-8967.md']"
EpCAM_AF488/Human_Jejunum_EpCAM_CD44.jpg,"Human jejunum: EpCAM (blue, catalog number 324210) and CD44 (yellow, catalog number 103016)",a983a95de15d9fcc13bd48c8d2ce14cb,"['EpCAM_AF488/0000-0003-4379-8967.md', 'CD44_AF488/0000-0003-4379-8967.md']"
EpCAM_AF488/Human_Jejunum_EpCAM_CD49a.jpg,"Human jejunum: EpCAM (purple, catalog number 324210) and CD49a (cyan, catalog number 328310)",a44eb32d672ace4e79246be29d890fd8,"['CD49a_AF647/0000-0003-4379-8967.md', 'EpCAM_AF488/0000-0003-4379-8967.md']"
BCL2_Unconjugated/Human_FL_LN_BCL2_ab236221_CD3_ab208514_CD4_ab196372_CD21_ab306325.jpg,"Human FL LN: BCL2 (cyan, catalog number ab236221 and A-31573), CD3 (magenta, catalog number ab208514), CD4 (blue, catalog number ab196372), CD21 (yellow, catalog number ab306325)",73df3846b3e5da9352b79edff725911f,"['CD3_AF555/0000-0003-4379-8967.md', 'CD4_AF488/0000-0003-4379-8967.md', 'BCL2_Unconjugated/0000-0003-4379-8967.md']"
BCL2_Unconjugated/Human_normal_LN_BCL2_ab236221_CD3_ab208514_CD4_ab196372_CD21_ab306325.jpg,"Human normal LN: BCL2 (cyan, catalog number ab236221 and A-31573), CD3 (magenta, catalog number ab208514), CD4 (blue, catalog number ab196372), CD21 (yellow, catalog number ab306325)",b64d5b73b3aec08885e8d027451372d2,"['CD3_AF555/0000-0003-4379-8967.md', 'CD4_AF488/0000-0003-4379-8967.md', 'CD21_PE/0000-0003-4379-8967.md', 'BCL2_Unconjugated/0000-0003-4379-8967.md']"
CD3_Spark_Red_718/CD3_SR718_Spleen.jpg,"Mouse Spleen: CD3e (white, catalog number 100281)",8326c1953ffd3c7985c5c5cc67228ced,['CD3_Spark_Red_718/0000-0003-1130-1899.md']
CD44_AF647/Mouse_Lymph_Node_CD44.jpg,Mouse lymph node: CD44 (catalog number 103018),630f37b4ba55abd6284d7dac0118b32a,['CD44_AF647/0000-0003-4379-8967.md']
c-Myc_Unconjugated/FL_FFPE_c-Myc_AF647_R_D_MAB3696.jpg,"Human follicular lymphoma FFPE : c-Myc (cyan, catalog number MAB3696-SP)",15cc58b976b7788bf493bdfe30d0b871,['c-Myc_Unconjugated/0000-0003-4379-8967.md']
CXCR7_DyLight_488/Mouse_Brain_Tumor_Hochest_Blue_CXCR7_Green_Novus_NBP2_24779G.jpg,Mouse Brain Tumor Hochest (Blue) CXCR7 (Green Novus #NBP2-24779G),66ed047f0b3ce684d625aaa899f620fd,['CXCR7_DyLight_488/0000-0002-6944-6997.md']
CXCL12_NA/Mouse_Tumor_Brain_Hochest_Blue_CXCL12_Green_Abcam_AB25117_mCherry_Magenta_Novus_NBP2_25158.jpg,"Mouse Brain Tumor Hochest (Blue) CXCL12 (Green Abcam #AB25117) mCherry (Magenta, Novus #NBP2-25158)",02744a222478e65834d03621f5aa00a0,['CXCL12_NA/0000-0002-6944-6997.md']
CD117_PE/Human_Skin_CD117_CD138_Vimentin.jpg,"Human skin: CD117 (magenta, catalog number 313203), CD138 (cyan, catalog number 356524), and Vimentin (blue, catalog number 677804)",85240043439b41e7f7250e6a905a4446,"['CD138_AF647/0000-0003-4379-8967.md', 'Vimentin_AF594/0000-0003-4379-8967.md', 'CD117_PE/0000-0002-5187-810X.md']"
CD4_BV421/Mouse_Liver_CD4_CD11c_CD11b.jpg,"Mouse liver: CD4 (yellow, catalog number 100443), CD11c (cyan, catalog number 117312), and CD11b (purple, catalog number 101217)",47d086e635cdf7e34ebbfbdee4ce04e7,"['CD11b_AF488/0000-0003-1431-1398.md', 'CD4_BV421/0000-0003-1431-1398.md']"
CD25_AF647/CD25_AF647_BioLegend_356128_FOXP3_eF570_Thermo_41-4777-82.jpg,"Human lymph node: CD25 (cyan, catalog number 356128) and FOXP3 (yellow, catalog number 41-4777-82)",c72fd8c38c9225336d5cd20327095590,"['FOXP3_eF570/0000-0003-4379-8967.md', 'CD25_AF647/0000-0003-4379-8967.md']"
GFAP_eF570/Mouse_Brain_Tumor_Hochest_cyan_GFAP_Orange_Thermo_41_9892_82.jpg,Mouse Brain Tumor Hochest (Cyan) GFAP (Orange Thermo #41-9892-82),57df0d6557e5e394fdaaf95737d34e72,['GFAP_eF570/0000-0002-6944-6997.md']
Phalloidin_iF594/Phalloidin_iF594_AATBioquest_23122.jpg,"Human retina: Phalloidin (passion pink, catalog number 23122) and Hoechst (blue, catalog number 40046)",5ac1b3847a9dd221671652e27cfc8190,['Phalloidin_iF594/0000-0003-2088-8310.md']
CTLA4_AF647/CTLA-4_AF647_PD1_AF555_FL_Lymph_Node.jpg,"Human FFPE follicular lymphoma lymph node: CTLA-4 (yellow, catalog number ab270127 and PD-1 (cyan, catalog number ab275126)",305772c5ab7f5774ecd9d2d5df78bf11,"['PD-1_AF555/0000-0003-4379-8967.md', 'CTLA4_AF647/0000-0003-4379-8967.md']"
CTLA4_AF647/CTLA-4_AF647_FL_Lymph_Node.jpg,"Human FFPE follicular lymphoma lymph node: CTLA-4 (yellow, catalog number ab270127)",8f0e11113c7e27f01510e89ef405c4f5,['CTLA4_AF647/0000-0003-4379-8967.md']
CD163_AF532/Spleen_CD163_AF532_BioLegend_333602_CD4_AF647_BioLegend_300520.jpeg,"Human spleen: CD163 (yellow, based on catalog number 333602) and CD4 (cyan, catalog number 300520)",b8fb1a2f1e1d614fd8231a021a83893c,"['CD4_AF647/0000-0003-4379-8967.md', 'CD163_AF532/0000-0003-4379-8967.md']"
CD163_AF532/Human_Spleen_CD163_CD31.jpg,"Human spleen: CD163 (yellow, based on catalog number 333602) and CD31 (blue, catalog number 303106)",057d959781b21f3190f2a177922dfc4e,"['CD31_PE/0000-0003-4379-8967.md', 'CD163_AF532/0000-0003-4379-8967.md']"
CD163_AF532/Human_Liver_CD163_CD49a.jpg,"Human liver: CD163 (yellow, based on catalog number 333602) and CD49a (blue, catalog number 328303)",3bb2a46e699b87d0c4559f4cde540436,"['CD49a_PE/0000-0002-3882-457X.md', 'CD163_AF532/0000-0003-4379-8967.md']"
E-cadherin_AF647/Mouse_Liver_Ecadherin_CD45.jpg,"Mouse liver: E-Cadherin (red, catalog number 147308), and CD45 (cyan, catalog number 103128)",a19d2ada11380add04954b210be32cc8,"['CD45_AF700/0000-0003-1431-1398.md', 'E-cadherin_AF647/0000-0003-1431-1398.md']"
E-cadherin_AF647/Mouse_Liver_Ecadherin_MHCII.jpg,"Mouse liver: E-Cadherin (blue, catalog number 147308) and MHCII (magenta, catalog number 107622)",889de04058b15e079d45f94b66ecd43e,"['MHC-II_AF700/0000-0003-1431-1398.md', 'E-cadherin_AF647/0000-0003-1431-1398.md']"
CD39_PE/CD39_PE_BioLegend_328208_CD35_PE_BioLegend_333406.jpg,"Human lymph node: CD39 (red, catalog number 328208) and CD35 (cyan, catalog number 333406)",fe81a61cb1a8c04e69b9bc6f0a32aa81,"['CD35_PE/0000-0003-4379-8967.md', 'CD39_PE/0000-0003-4379-8967.md']"
CTGF_FITC/FL_FFPE_CTGF_FITC-CTGF.jpg,"Human follicular lymphoma FFPE: CTGF (green, catalog number FITC-CTGF)",06f81cc60ed77794509ce11d32282b57,['CTGF_FITC/0000-0003-4379-8967.md']
CXCR4_NA/Mouse_Brain_Tumor_Hochest_Blue_CXCR4_Green_Novus_NB_100_74396.jpg,Mouse Brain Tumor Hochest (Blue) CXCR4 (Green Novus # NB-100 74396),0fd3a1f9ef183fc311ed6e1d12ffe07c,['CXCR4_NA/0000-0002-6944-6997.md']
CD31_AF700/Human_LN_CD31_CD138_IRF4.jpg,"Human lymph node: CD31 (magenta, catalog number 303133), CD138 (blue, catalog number 356504), and IRF4 (green, catalog number 646404	)",eb10e8874ff5f6a07eeb3218f8f193e1,"['CD138_PE/0000-0003-4379-8967.md', 'CD31_AF700/0000-0003-4379-8967.md']"
CD31_AF700/CD31_AF700_BioLegend_303133_CD49a_PE_BioLegend_328303.jpg,"Human lymph node: CD31 (red, catalog number 303133) and CD49a (cyan, catalog number 328303)",cf08bdff1c21ee83363c54854c07dda6,"['CD49a_PE/0000-0003-4379-8967.md', 'CD31_AF700/0000-0003-4379-8967.md']"
CD4_AF594/Mouse_Spleen_CD4_CD8_IgD.jpg,"Mouse spleen: CD4 (cyan, catalog number 100446), CD8 (magenta, catalog number 100738), and IgD (blue, catalog number 405730)",73c4dfd5fc9c2b1ae4108053c86cca75,"['CD8_BV421/0000-0003-4379-8967.md', 'CD4_AF594/0000-0003-4379-8967.md']"
ICOS_AF488/ICOS_AF488_BioLegend_313514_PD1_PE_BioLegend_329906.jpg,"Human lymph node: ICOS (cyan, catalog number 313514) and PD-1 (magenta, catalog number 329906)",a1197a48f92871519782c594da5c7b80,"['PD-1_PE/0000-0003-4379-8967.md', 'ICOS_AF488/0000-0003-4379-8967.md']"
ICOS_AF488/Human_LN_ICOS_CD35.jpg,"Human lymph node: ICOS (yellow, catalog number 313514) and CD35 (purple, catalog number 333406)",e373ac49c340ed027365b70e9ba7b1d5,"['CD35_PE/0000-0003-4379-8967.md', 'ICOS_AF488/0000-0003-4379-8967.md']"
Ly-6G_AF488/Mouse_Lung_Ly6G_CD8_CD31.jpg,"Mouse lung: Ly-6G (yellow, catalog number 127626), CD31 (blue, catalog number 102520), and CD8 (red, catalog number 100724)",98360d993bc28be9f630ab913f380f48,"['CD31_AF594/0000-0003-4379-8967.md', 'Ly-6G_AF488/0000-0003-4379-8967.md']"
LYVE-1_Unconjugated/FL_FFPE_LYVE1_AF2089.jpg,"Human follicular lymphoma FFPE: LYVE-1 (yellow, catalog number AF2089) and Hoechst (blue, catalog number 40046)",80d2b21faf80dad8bc23f282d53f82ec,['LYVE-1_Unconjugated/0000-0003-4379-8967.md']
PKC_alpha_AF680/PKC_alpha_AF680_Santa_Cruz_sc8393AF680.jpg,"Human retina: PKC alpha (white, catalog number sc-8393 AF680) and Hoechst (blue, catalog number 40046)",384bb0a4c3f30faa0df256fe7e89e8e3,['PKC_alpha_AF680/0000-0003-2088-8310.md']
Phospho-GSK-3alpha_Unconjugated/FL_FFPE_pGSK_9316.jpg,"Human follicular lymphoma FFPE: Phospho-GSK-3 alpha (red, catalog number 9316)",d5b2aedc4c46323194f5bf3687680d72,['Phospho-GSK-3alpha_Unconjugated/0000-0003-4379-8967.md']
PD-1_BV421/Mouse_Lymph_Node_PD1_CD23_IgD.jpg,"Mouse lymph node: PD-1 (green, catalog number 135218), CD23 (magenta, catalog number 101611), and IgD (blue, catalog number 405718)",97c03ac8dee2a484505c7136f9887626,"['CD23_AF647/0000-0003-4379-8967.md', 'PD-1_BV421/0000-0003-4379-8967.md']"
CD45_iF594/Spleen_CD45_iF594_CapricoBio_1016136_CD31_PE_BioLegend_303106.jpeg,"Human spleen: CD45 (blue, catalog number 1016136) and CD31 (magenta, catalog number 303106)",bfb96ec24fe798c0a0ce235b6503ad48,['CD45_iF594/0000-0003-4379-8967.md']
CD21_AF488/Human_LN_CD21_CD44.jpg,"Human lymph node: CD21 (yellow, based on catalog number 354902) and CD44 (blue, catalog number 103016)",dad00046a5b85113cb622e11a3f55a57,"['CD21_AF532/0000-0003-4379-8967.md', 'CD44_AF532/0000-0003-4379-8967.md', 'CD44_AF488/0000-0003-4379-8967.md', 'CD21_AF488/0000-0003-4379-8967.md']"
gp38_Unconjugated/Mouse_Lymph_Node_gp38_SIRPa.jpg,"Mouse lymph node: gp38 (purple, catalog number 127401) and SIRPalpha (cyan, catalog number 144024)",52042ad2f052fbf9fecfdc715218bfe3,"['SIRPalpha_AF488/0000-0003-4379-8967.md', 'gp38_Unconjugated/0000-0003-4379-8967.md']"
Desmin_AF488/Desmin_AF488_Abcam_ab185033.jpg,"Human retina: Desmin (orange, catalog number ab185033) and Hoechst (blue, catalog number 40046)",9419acd0031b7dbe302a06e600fdf365,['Desmin_AF488/0000-0003-2088-8310.md']
Phospho_NF-Kappa_B_p105_Unconjugated/FL_FFPE_PhosphoNF-KappaBp105_CST_4808.jpg,"Human follicular lymphoma FFPE: Phospho NF-Kappa B p105 (red, catalog number 4808)",7c399b0950f0df2e16b0b8d937bb5269,['Phospho_NF-Kappa_B_p105_Unconjugated/0000-0003-4379-8967.md']
Iba-1_NA/Mouse_Brain_Tumor_Hochest_Cyan_Iba_Green_Fuji_019-19741.jpg,Mouse Brain Tumor Hochest (Cyan) Iba (Green_Fuji #019-19741),e243fceacf9de423e29bc97537e19af2,['Iba-1_NA/0000-0002-6944-6997.md']
CD4_AF532/CD4_AF532_Thermo_58-0049-42_CD8_AF488_BioLegend_344716.jpg,"Human lymph node: CD4 (cyan, catalog number 58-0049-42) and CD8 (red, catalog number 561525) ",e56f1f54bbd49e429eba4c2cf0b8a9fe,"['CD8_AF488/0000-0003-4379-8967.md', 'CD4_AF532/0000-0003-4379-8967.md']"
CD4_AF700/Human_Metastatic_Lymph_Node_CD4_EpCAM.jpg,"Human lymph node metastatic: CD4 (blue, catalog number 300526) and EpCAM (red, catalog number 324228)",3f0b3658cc378384708e5224782c30db,"['EpCAM_AF594/0000-0003-4379-8967.md', 'CD4_AF700/0000-0003-4379-8967.md']"
B220_AF488/Mouse_LN_B220_cyan_BD_557669_CD3_red_BioLegend_100240.jpg,"Mouse lymph node: B220 (cyan, catalog number 557669) and CD3 (red, catalog number 100240)",70ba1f6cb266c846c2be414648e31960,"['B220_AF488/0000-0003-1118-7432.md','CD3_AF594/0000-0003-1118-7432.md']"
CD35_BV510/Mouse_LN_CD35_yellow_BD_740132_ColIV_blue_ab19808_A-11009.jpg,"Mouse lymph node: CD35 (yellow, catalog number 740132) and Collagen IV (blue, catalog number ab19808 and A-11009)",ceb4fd8cd2cc42201659aa8226b9f07a,"['CD35_BV510/0000-0003-1118-7432.md','Collagen_IV_Unconjugated/0000-0003-1118-7432.md','Rabbit_IgG__H+L__AF532/0000-0003-1118-7432.md']"
CD169_PE/Mouse_LN_CD169_green_BioLegend_142404_Ki67_magenta_BD_561277.jpg,"Mouse lymph node: CD169 (green, catalog number 142404) and Ki-67 (magenta, catalog number 561277)",8a6567cde9020c3f7cf4baa8a32666f2,"['Ki-67_AF700/0000-0003-1118-7432.md','CD169_PE/0000-0003-1118-7432.md']"
PD-1_BV421/Mouse_LN_PD1_cyan_135218_CD11c_magenta_117312.jpg,"Mouse lymph node: PD-1 (cyan, catalog number 135218) and CD11c (magenta, catalog number 117312)",28a7b8aa0b9b5764fe0061fb69312229,"['CD11c_AF647/0000-0003-1118-7432.md','PD-1_BV421/0000-0003-1118-7432.md']"
